Config: (count = 256, datalen = 15, packed = True), sizeof(item_t): 19, dcache misses:        153
Config: (count = 256, datalen = 16, packed = False), sizeof(item_t): 20, dcache misses:        161
Config: (count = 256, datalen = 16, packed = True), sizeof(item_t): 20, dcache misses:        161
Config: (count = 256, datalen = 17, packed = False), sizeof(item_t): 24, dcache misses:        193
Config: (count = 256, datalen = 17, packed = True), sizeof(item_t): 21, dcache misses:        169
Config: (count = 256, datalen = 18, packed = False), sizeof(item_t): 24, dcache misses:        193
Config: (count = 256, datalen = 18, packed = True), sizeof(item_t): 22, dcache misses:        177
Config: (count = 256, datalen = 19, packed = False), sizeof(item_t): 24, dcache misses:        193
Config: (count = 256, datalen = 19, packed = True), sizeof(item_t): 23, dcache misses:        185
Config: (count = 256, datalen = 20, packed = False), sizeof(item_t): 24, dcache misses:        193
Config: (count = 256, datalen = 20, packed = True), sizeof(item_t): 24, dcache misses:        193
Config: (count = 256, datalen = 21, packed = False), sizeof(item_t): 28, dcache misses:        225
Config: (count = 256, datalen = 21, packed = True), sizeof(item_t): 25, dcache misses:        201
Config: (count = 256, datalen = 22, packed = False), sizeof(item_t): 28, dcache misses:        225
Config: (count = 256, datalen = 22, packed = True), sizeof(item_t): 26, dcache misses:        209
Config: (count = 256, datalen = 23, packed = False), sizeof(item_t): 28, dcache misses:        225
Config: (count = 256, datalen = 23, packed = True), sizeof(item_t): 27, dcache misses:        218
Config: (count = 256, datalen = 24, packed = False), sizeof(item_t): 28, dcache misses:        225
Config: (count = 256, datalen = 24, packed = True), sizeof(item_t): 28, dcache misses:        226
Config: (count = 256, datalen = 25, packed = False), sizeof(item_t): 32, dcache misses:        257
Config: (count = 256, datalen = 25, packed = True), sizeof(item_t): 29, dcache misses:        233
Config: (count = 256, datalen = 26, packed = False), sizeof(item_t): 32, dcache misses:        257
Config: (count = 256, datalen = 26, packed = True), sizeof(item_t): 30, dcache misses:        241
Config: (count = 256, datalen = 27, packed = False), sizeof(item_t): 32, dcache misses:        257
Config: (count = 256, datalen = 27, packed = True), sizeof(item_t): 31, dcache misses:        249
Config: (count = 256, datalen = 28, packed = False), sizeof(item_t): 32, dcache misses:        257
Config: (count = 256, datalen = 28, packed = True), sizeof(item_t): 32, dcache misses:        257
Config: (count = 256, datalen = 29, packed = False), sizeof(item_t): 36, dcache misses:        257
Config: (count = 256, datalen = 29, packed = True), sizeof(item_t): 33, dcache misses:        265
Config: (count = 256, datalen = 30, packed = False), sizeof(item_t): 36, dcache misses:        257
Config: (count = 256, datalen = 30, packed = True), sizeof(item_t): 34, dcache misses:        273
Config: (count = 256, datalen = 31, packed = False), sizeof(item_t): 36, dcache misses:        257
Config: (count = 256, datalen = 31, packed = True), sizeof(item_t): 35, dcache misses:        281
Config: (count = 256, datalen = 32, packed = False), sizeof(item_t): 36, dcache misses:        257
Config: (count = 256, datalen = 32, packed = True), sizeof(item_t): 36, dcache misses:        259
